TIMESTAMP,ACTUAL_DELIVERY_MINUTES - ESTIMATED_DELIVERY_MINUTES,ITEM_COUNT,USER_LAT,USER_LONG,VENUE_LAT,VENUE_LONG,ESTIMATED_DELIVERY_MINUTES,ACTUAL_DELIVERY_MINUTES,CLOUD_COVERAGE,TEMPERATURE,WIND_SPEED,PRECIPITATION
2020-08-01 10:39:00.000,11,1,60.188,24.945,60.198,24.93,34,45,0,17.8,3.15193,0
2020-08-01 10:40:00.000,-10,1,60.161,24.938,60.168,24.93,25,15,0,17.8,3.15193,0
2020-08-01 10:42:00.000,18,6,60.162,24.944,60.169,24.927,28,46,0,17.8,3.15193,0
2020-08-01 10:47:00.000,-19,1,60.157,24.93,60.169,24.929,35,16,0,17.8,3.15193,0
2020-08-01 10:48:00.000,-11,2,60.195,24.976,60.185,24.979,31,20,0,17.8,3.15193,0
2020-08-01 10:50:00.000,-5,3,60.157,24.946,60.168,24.939,31,26,0,17.8,3.15193,0
2020-08-01 10:55:00.000,-6,5,60.164,24.93,60.162,24.936,36,30,0,17.8,3.15193,0
2020-08-01 10:57:00.000,-4,6,60.193,24.966,60.192,24.952,34,30,0,17.8,3.15193,0
2020-08-01 10:59:00.000,1,7,60.157,24.947,60.169,24.945,37,38,0,17.8,3.15193,0
2020-08-01 10:59:00.000,6,2,60.187,24.957,60.195,24.951,32,38,0,17.8,3.15193,0
2020-08-01 11:02:00.000,0,4,60.17,24.926,60.169,24.933,29,29,0,18.9,3.40731,0
2020-08-01 11:05:00.000,-11,4,60.184,24.953,60.186,25.007,40,29,0,18.9,3.40731,0
2020-08-01 11:06:00.000,-1,3,60.163,24.946,60.163,24.941,32,31,0,18.9,3.40731,0
2020-08-01 11:06:00.000,-2,5,60.171,24.955,60.162,24.928,35,33,0,18.9,3.40731,0
2020-08-01 11:11:00.000,5,3,60.185,24.919,60.185,24.941,31,36,0,18.9,3.40731,0
2020-08-01 11:12:00.000,4,1,60.183,24.959,60.185,24.941,30,34,0,18.9,3.40731,0
2020-08-01 11:16:00.000,6,3,60.169,24.929,60.171,24.947,34,40,0,18.9,3.40731,0
2020-08-01 11:17:00.000,1,3,60.195,24.959,60.193,24.958,22,23,0,18.9,3.40731,0
2020-08-01 11:23:00.000,4,1,60.189,24.955,60.195,24.957,26,30,0,18.9,3.40731,0
2020-08-01 11:23:00.000,-3,1,60.171,24.929,60.173,24.929,26,23,0,18.9,3.40731,0
2020-08-01 11:24:00.000,8,5,60.16,24.942,60.169,24.941,30,38,0,18.9,3.40731,0
2020-08-01 11:26:00.000,-2,1,60.186,24.92,60.189,24.917,24,22,0,18.9,3.40731,0
2020-08-01 11:26:00.000,8,2,60.158,24.922,60.167,24.938,30,38,0,18.9,3.40731,0
2020-08-01 11:26:00.000,20,2,60.189,24.915,60.181,24.925,29,49,0,18.9,3.40731,0
2020-08-01 11:27:00.000,-5,1,60.193,24.955,60.188,24.983,33,28,0,18.9,3.40731,0
2020-08-01 11:28:00.000,-5,1,60.17,24.92,60.168,24.93,30,25,0,18.9,3.40731,0
2020-08-01 11:29:00.000,-12,1,60.185,24.947,60.188,24.96,26,14,0,18.9,3.40731,0
2020-08-01 11:31:00.000,16,4,60.184,24.96,60.178,24.949,25,41,0,18.9,3.40731,0
2020-08-01 11:36:00.000,0,1,60.185,24.943,60.169,24.945,34,34,0,18.9,3.40731,0
2020-08-01 11:39:00.000,1,1,60.155,24.914,60.165,24.933,31,32,0,18.9,3.40731,0
2020-08-01 11:41:00.000,-7,3,60.163,24.913,60.159,24.918,26,19,0,18.9,3.40731,0
2020-08-01 11:45:00.000,0,1,60.158,24.915,60.157,24.921,30,30,0,18.9,3.40731,0
2020-08-01 11:46:00.000,9,2,60.194,24.963,60.19,24.956,24,33,0,18.9,3.40731,0
2020-08-01 11:47:00.000,-13,2,60.155,24.911,60.151,24.885,32,19,0,18.9,3.40731,0
2020-08-01 11:47:00.000,3,1,60.179,24.925,60.181,24.925,30,33,0,18.9,3.40731,0
2020-08-01 11:49:00.000,5,1,60.18,24.925,60.183,24.923,37,42,0,18.9,3.40731,0
2020-08-01 11:51:00.000,-7,1,60.188,24.946,60.194,24.956,28,21,0,18.9,3.40731,0
2020-08-01 11:56:00.000,-7,1,60.168,24.927,60.169,24.93,31,24,0,18.9,3.40731,0
2020-08-01 11:58:00.000,-7,6,60.185,24.911,60.167,24.94,39,32,0,18.9,3.40731,0
2020-08-01 12:00:00.000,-5,1,60.183,24.954,60.188,24.956,23,18,45,20,2.9208,0
2020-08-01 12:03:00.000,3,2,60.185,24.953,60.195,24.956,24,27,45,20,2.9208,0
2020-08-01 12:04:00.000,8,3,60.165,24.967,60.187,24.963,38,46,45,20,2.9208,0
2020-08-01 12:05:00.000,-9,1,60.168,24.966,60.172,24.958,27,18,45,20,2.9208,0
2020-08-01 12:08:00.000,0,7,60.172,24.947,60.169,24.941,37,37,45,20,2.9208,0
2020-08-01 12:10:00.000,-3,1,60.16,24.924,60.168,24.935,30,27,45,20,2.9208,0
2020-08-01 12:15:00.000,13,4,60.186,24.953,60.195,24.956,26,39,45,20,2.9208,0
2020-08-01 12:15:00.000,19,6,60.193,24.94,60.198,24.931,37,56,45,20,2.9208,0
2020-08-01 12:16:00.000,7,1,60.176,24.937,60.175,24.924,25,32,45,20,2.9208,0
2020-08-01 12:18:00.000,-7,5,60.184,24.954,60.185,24.961,26,19,45,20,2.9208,0
2020-08-01 12:21:00.000,-7,3,60.165,24.963,60.171,24.947,35,28,45,20,2.9208,0
2020-08-01 12:25:00.000,-14,1,60.189,24.956,60.187,24.966,30,16,45,20,2.9208,0
2020-08-01 12:27:00.000,-3,1,60.181,24.925,60.181,24.925,23,20,45,20,2.9208,0
2020-08-01 12:27:00.000,-6,1,60.157,24.914,60.152,24.91,29,23,45,20,2.9208,0
2020-08-01 12:28:00.000,13,5,60.185,24.944,60.194,24.956,23,36,45,20,2.9208,0
2020-08-01 12:29:00.000,-4,1,60.184,24.961,60.182,24.979,30,26,45,20,2.9208,0
2020-08-01 12:30:00.000,-3,2,60.188,24.94,60.194,24.956,23,20,45,20,2.9208,0
2020-08-01 12:30:00.000,-4,3,60.186,24.946,60.188,24.956,25,21,45,20,2.9208,0
2020-08-01 12:33:00.000,-2,4,60.193,24.957,60.195,24.951,24,22,45,20,2.9208,0
2020-08-01 12:33:00.000,21,1,60.187,24.918,60.182,24.923,24,45,45,20,2.9208,0
2020-08-01 12:38:00.000,-7,1,60.163,24.938,60.166,24.931,25,18,45,20,2.9208,0
2020-08-01 12:39:00.000,-1,1,60.155,24.948,60.169,24.933,29,28,45,20,2.9208,0
2020-08-01 12:41:00.000,-16,1,60.157,24.915,60.167,24.938,35,19,45,20,2.9208,0
2020-08-01 12:47:00.000,1,3,60.174,24.926,60.169,24.938,28,29,45,20,2.9208,0
2020-08-01 12:47:00.000,-13,4,60.156,24.939,60.158,24.914,32,19,45,20,2.9208,0
2020-08-01 12:51:00.000,14,3,60.164,24.934,60.187,24.963,38,52,45,20,2.9208,0
2020-08-01 12:53:00.000,8,4,60.162,24.927,60.162,24.914,25,33,45,20,2.9208,0
2020-08-01 12:55:00.000,-5,1,60.171,24.929,60.169,24.933,31,26,45,20,2.9208,0
2020-08-01 12:55:00.000,-9,1,60.185,24.96,60.187,24.956,24,15,45,20,2.9208,0
2020-08-01 12:56:00.000,23,3,60.191,24.943,60.186,24.947,29,52,45,20,2.9208,0
2020-08-01 13:00:00.000,-10,3,60.182,24.978,60.18,24.95,37,27,0,20,2.34567,0
2020-08-01 13:00:00.000,-6,6,60.186,24.92,60.177,24.95,39,33,0,20,2.34567,0
2020-08-01 13:02:00.000,11,4,60.163,24.948,60.163,24.945,19,30,0,20,2.34567,0
2020-08-01 13:04:00.000,16,5,60.19,24.962,60.187,24.956,23,39,0,20,2.34567,0
2020-08-01 13:05:00.000,10,3,60.185,24.917,60.184,24.92,30,40,0,20,2.34567,0
2020-08-01 13:06:00.000,-30,4,60.191,24.962,60.185,24.961,48,18,0,20,2.34567,0
2020-08-01 13:07:00.000,-4,1,60.16,24.935,60.163,24.942,25,21,0,20,2.34567,0
2020-08-01 13:09:00.000,11,6,60.189,24.95,60.185,24.953,30,41,0,20,2.34567,0
2020-08-01 13:11:00.000,13,6,60.175,24.93,60.163,24.926,35,48,0,20,2.34567,0
2020-08-01 13:14:00.000,6,2,60.158,24.952,60.164,24.944,33,39,0,20,2.34567,0
2020-08-01 13:16:00.000,4,4,60.169,24.921,60.168,24.93,27,31,0,20,2.34567,0
2020-08-01 13:24:00.000,-12,3,60.185,24.954,60.178,24.949,27,15,0,20,2.34567,0
2020-08-01 13:32:00.000,-3,4,60.18,24.954,60.169,24.938,35,32,0,20,2.34567,0
2020-08-01 13:32:00.000,-3,1,60.156,24.914,60.169,24.941,35,32,0,20,2.34567,0
2020-08-01 13:34:00.000,-6,2,60.193,24.963,60.181,24.955,36,30,0,20,2.34567,0
2020-08-01 13:35:00.000,5,4,60.169,24.963,60.169,24.945,31,36,0,20,2.34567,0
2020-08-01 13:36:00.000,13,4,60.189,24.946,60.195,24.956,25,38,0,20,2.34567,0
2020-08-01 13:39:00.000,-4,2,60.184,24.959,60.171,24.947,37,33,0,20,2.34567,0
2020-08-01 13:41:00.000,4,2,60.19,24.956,60.187,24.964,23,27,0,20,2.34567,0
2020-08-01 13:42:00.000,-4,5,60.199,24.965,60.187,24.962,29,25,0,20,2.34567,0
2020-08-01 13:54:00.000,-16,2,60.19,24.952,60.178,24.949,31,15,0,20,2.34567,0
2020-08-01 14:06:00.000,-8,3,60.168,24.923,60.167,24.936,32,24,0,20,1.04032,0
2020-08-01 14:06:00.000,-17,10,60.2,24.969,60.192,24.952,44,27,0,20,1.04032,0
2020-08-01 14:07:00.000,15,1,60.17,24.947,60.157,24.955,35,50,0,20,1.04032,0
2020-08-01 14:14:00.000,-6,1,60.175,24.923,60.18,24.927,23,17,0,20,1.04032,0
2020-08-01 14:14:00.000,-4,2,60.167,24.929,60.168,24.935,24,20,0,20,1.04032,0
2020-08-01 14:14:00.000,3,4,60.16,24.944,60.169,24.941,31,34,0,20,1.04032,0
2020-08-01 14:16:00.000,11,3,60.156,24.944,60.165,24.936,28,39,0,20,1.04032,0
2020-08-01 14:16:00.000,-11,1,60.17,24.925,60.164,24.932,32,21,0,20,1.04032,0
2020-08-01 14:16:00.000,6,7,60.17,24.927,60.172,24.947,39,45,0,20,1.04032,0
2020-08-01 14:20:00.000,3,4,60.197,24.956,60.193,24.958,26,29,0,20,1.04032,0
2020-08-01 14:23:00.000,-15,5,60.161,24.942,60.169,24.943,42,27,0,20,1.04032,0
2020-08-01 14:23:00.000,2,1,60.187,24.913,60.198,24.93,37,39,0,20,1.04032,0
2020-08-01 14:34:00.000,-6,1,60.189,24.917,60.181,24.925,33,27,0,20,1.04032,0
2020-08-01 14:35:00.000,-15,3,60.196,24.964,60.194,24.95,31,16,0,20,1.04032,0
2020-08-01 14:40:00.000,-10,1,60.157,24.914,60.169,24.933,36,26,0,20,1.04032,0
2020-08-01 14:42:00.000,-2,2,60.182,24.956,60.171,24.947,35,33,0,20,1.04032,0
2020-08-01 14:42:00.000,-8,1,60.166,24.929,60.167,24.94,24,16,0,20,1.04032,0
2020-08-01 14:42:00.000,19,6,60.172,24.922,60.167,24.932,33,52,0,20,1.04032,0
2020-08-01 14:43:00.000,-7,1,60.169,24.956,60.167,24.966,27,20,0,20,1.04032,0
2020-08-01 14:51:00.000,14,4,60.165,24.945,60.167,24.931,36,50,0,20,1.04032,0
2020-08-01 14:52:00.000,-4,2,60.174,24.927,60.169,24.933,37,33,0,20,1.04032,0
2020-08-01 14:56:00.000,-5,2,60.16,24.948,60.159,24.942,25,20,0,20,1.04032,0
2020-08-01 14:59:00.000,-15,1,60.177,24.925,60.184,24.924,29,14,0,20,1.04032,0
2020-08-01 15:03:00.000,-2,3,60.169,24.925,60.17,24.925,20,18,0,19.4,0.750587,0
2020-08-01 15:03:00.000,0,1,60.183,24.95,60.171,24.947,34,34,0,19.4,0.750587,0
2020-08-01 15:05:00.000,1,2,60.175,24.96,60.195,24.951,38,39,0,19.4,0.750587,0
2020-08-01 15:13:00.000,2,1,60.19,24.94,60.188,24.953,19,21,0,19.4,0.750587,0
2020-08-01 15:16:00.000,5,8,60.16,24.941,60.169,24.941,37,42,0,19.4,0.750587,0
2020-08-01 15:18:00.000,3,6,60.167,24.96,60.163,24.942,35,38,0,19.4,0.750587,0
2020-08-01 15:18:00.000,1,1,60.188,24.955,60.188,24.953,21,22,0,19.4,0.750587,0
2020-08-01 15:22:00.000,6,1,60.184,24.949,60.195,24.956,32,38,0,19.4,0.750587,0
2020-08-01 15:22:00.000,-17,1,60.182,24.948,60.187,24.955,40,23,0,19.4,0.750587,0
2020-08-01 15:24:00.000,12,1,60.175,24.924,60.163,24.934,35,47,0,19.4,0.750587,0
2020-08-01 15:28:00.000,2,3,60.162,24.936,60.167,24.936,25,27,0,19.4,0.750587,0
2020-08-01 15:28:00.000,0,1,60.183,24.921,60.169,24.945,39,39,0,19.4,0.750587,0
2020-08-01 15:29:00.000,-9,1,60.182,24.952,60.187,24.965,24,15,0,19.4,0.750587,0
2020-08-01 15:32:00.000,11,5,60.158,24.937,60.165,24.936,40,51,0,19.4,0.750587,0
2020-08-01 15:34:00.000,-18,1,60.16,24.935,60.163,24.94,29,11,0,19.4,0.750587,0
2020-08-01 15:37:00.000,10,1,60.172,24.917,60.181,24.925,32,42,0,19.4,0.750587,0
2020-08-01 15:40:00.000,1,5,60.193,24.973,60.185,24.98,32,33,0,19.4,0.750587,0
2020-08-01 15:42:00.000,7,1,60.194,24.942,60.194,24.956,25,32,0,19.4,0.750587,0
2020-08-01 15:43:00.000,1,2,60.196,24.964,60.19,24.956,31,32,0,19.4,0.750587,0
2020-08-01 15:45:00.000,6,3,60.172,24.96,60.162,24.929,40,46,0,19.4,0.750587,0
2020-08-01 15:51:00.000,-15,7,60.16,24.941,60.168,24.93,30,15,0,19.4,0.750587,0
2020-08-01 15:51:00.000,-12,1,60.164,24.946,60.168,24.93,31,19,0,19.4,0.750587,0
2020-08-01 15:52:00.000,6,1,60.171,24.955,60.185,24.961,33,39,0,19.4,0.750587,0
2020-08-01 15:54:00.000,14,3,60.155,24.915,60.168,24.93,30,44,0,19.4,0.750587,0
2020-08-01 15:55:00.000,8,1,60.159,24.921,60.169,24.948,38,46,0,19.4,0.750587,0
2020-08-01 15:55:00.000,1,1,60.197,24.953,60.187,24.961,34,35,0,19.4,0.750587,0
2020-08-01 15:56:00.000,-11,4,60.161,24.953,60.164,24.944,34,23,0,19.4,0.750587,0
2020-08-01 15:58:00.000,-15,1,60.158,24.952,60.16,24.941,38,23,0,19.4,0.750587,0
2020-08-01 15:58:00.000,-2,5,60.193,24.942,60.18,24.949,34,32,0,19.4,0.750587,0
2020-08-01 16:02:00.000,5,1,60.173,24.918,60.177,24.922,29,34,0,18.9,1.26861,0
2020-08-01 16:03:00.000,6,1,60.172,24.953,60.163,24.94,33,39,0,18.9,1.26861,0
2020-08-01 16:04:00.000,-4,1,60.19,24.946,60.193,24.958,32,28,0,18.9,1.26861,0
2020-08-01 16:11:00.000,7,1,60.154,24.932,60.159,24.918,31,38,0,18.9,1.26861,0
2020-08-01 16:14:00.000,15,3,60.188,24.92,60.184,24.92,32,47,0,18.9,1.26861,0
2020-08-01 16:14:00.000,4,4,60.193,24.961,60.195,24.951,25,29,0,18.9,1.26861,0
2020-08-01 16:15:00.000,3,9,60.168,24.967,60.169,24.945,35,38,0,18.9,1.26861,0
2020-08-01 16:17:00.000,5,5,60.176,24.929,60.169,24.941,48,53,0,18.9,1.26861,0
2020-08-01 16:18:00.000,1,1,60.187,24.921,60.167,24.938,34,35,0,18.9,1.26861,0
2020-08-01 16:20:00.000,-13,1,60.191,24.945,60.194,24.95,29,16,0,18.9,1.26861,0
2020-08-01 16:24:00.000,-6,3,60.185,24.944,60.181,24.925,35,29,0,18.9,1.26861,0
2020-08-01 16:27:00.000,2,3,60.18,24.951,60.162,24.928,40,42,0,18.9,1.26861,0
2020-08-01 16:28:00.000,9,2,60.163,24.928,60.169,24.933,33,42,0,18.9,1.26861,0
2020-08-01 16:31:00.000,-5,3,60.173,24.925,60.165,24.935,33,28,0,18.9,1.26861,0
2020-08-01 16:33:00.000,-4,4,60.192,24.945,60.187,24.956,36,32,0,18.9,1.26861,0
2020-08-01 16:34:00.000,-5,2,60.194,24.965,60.195,24.956,27,22,0,18.9,1.26861,0
2020-08-01 16:34:00.000,-12,1,60.156,24.929,60.159,24.945,28,16,0,18.9,1.26861,0
2020-08-01 16:35:00.000,3,5,60.181,24.954,60.178,24.949,25,28,0,18.9,1.26861,0
2020-08-01 16:38:00.000,8,1,60.159,24.949,60.157,24.946,25,33,0,18.9,1.26861,0
2020-08-01 16:38:00.000,2,5,60.157,24.951,60.167,24.938,34,36,0,18.9,1.26861,0
2020-08-01 16:39:00.000,-2,7,60.186,24.911,60.175,24.926,37,35,0,18.9,1.26861,0
2020-08-01 16:41:00.000,7,2,60.188,24.945,60.188,24.956,26,33,0,18.9,1.26861,0
2020-08-01 16:41:00.000,-4,5,60.16,24.925,60.163,24.941,37,33,0,18.9,1.26861,0
2020-08-01 16:44:00.000,7,5,60.161,24.919,60.168,24.93,28,35,0,18.9,1.26861,0
2020-08-01 16:46:00.000,-10,3,60.183,24.925,60.183,24.919,37,27,0,18.9,1.26861,0
2020-08-01 16:49:00.000,-3,3,60.168,24.96,60.188,24.956,40,37,0,18.9,1.26861,0
2020-08-01 16:52:00.000,-14,1,60.187,24.911,60.188,24.919,31,17,0,18.9,1.26861,0
2020-08-01 16:54:00.000,11,2,60.16,24.955,60.17,24.945,42,53,0,18.9,1.26861,0
2020-08-01 16:57:00.000,3,4,60.165,24.929,60.174,24.93,28,31,0,18.9,1.26861,0
2020-08-01 16:58:00.000,11,4,60.157,24.915,60.162,24.928,34,45,0,18.9,1.26861,0
2020-08-01 17:00:00.000,-2,5,60.163,24.928,60.165,24.934,36,34,0,18.9,3.01703,0
2020-08-01 17:01:00.000,-6,1,60.184,24.946,60.187,24.948,24,18,0,18.9,3.01703,0
2020-08-01 17:01:00.000,-13,1,60.187,24.958,60.188,24.954,29,16,0,18.9,3.01703,0
2020-08-01 17:05:00.000,-1,1,60.161,24.938,60.163,24.941,31,30,0,18.9,3.01703,0
2020-08-01 17:07:00.000,13,3,60.158,24.916,60.169,24.933,37,50,0,18.9,3.01703,0
2020-08-01 17:07:00.000,1,1,60.171,24.944,60.168,24.938,35,36,0,18.9,3.01703,0
2020-08-01 17:10:00.000,-8,3,60.195,24.957,60.174,24.93,41,33,0,18.9,3.01703,0
2020-08-01 17:12:00.000,-10,1,60.19,24.913,60.198,24.884,29,19,0,18.9,3.01703,0
2020-08-01 17:13:00.000,3,3,60.162,24.937,60.171,24.947,38,41,0,18.9,3.01703,0
2020-08-01 17:17:00.000,10,1,60.157,24.915,60.166,24.931,35,45,0,18.9,3.01703,0
2020-08-01 17:17:00.000,3,1,60.159,24.935,60.162,24.929,29,32,0,18.9,3.01703,0
2020-08-01 17:19:00.000,-6,11,60.167,24.976,60.168,24.939,35,29,0,18.9,3.01703,0
2020-08-01 17:21:00.000,-11,6,60.17,24.92,60.168,24.93,29,18,0,18.9,3.01703,0
2020-08-01 17:27:00.000,-14,3,60.156,24.953,60.167,24.94,44,30,0,18.9,3.01703,0
2020-08-01 17:27:00.000,-3,1,60.189,24.942,60.188,24.956,28,25,0,18.9,3.01703,0
2020-08-01 17:29:00.000,-10,2,60.166,24.934,60.169,24.933,34,24,0,18.9,3.01703,0
2020-08-01 17:32:00.000,-10,1,60.159,24.945,60.168,24.952,42,32,0,18.9,3.01703,0
2020-08-01 17:33:00.000,-2,1,60.197,24.95,60.188,24.956,28,26,0,18.9,3.01703,0
2020-08-01 17:34:00.000,8,3,60.19,24.947,60.188,24.954,27,35,0,18.9,3.01703,0
2020-08-01 17:34:00.000,-6,6,60.159,24.941,60.168,24.93,31,25,0,18.9,3.01703,0
2020-08-01 17:35:00.000,-5,9,60.164,24.932,60.166,24.934,36,31,0,18.9,3.01703,0
2020-08-01 17:36:00.000,-8,1,60.187,24.92,60.177,24.927,27,19,0,18.9,3.01703,0
2020-08-01 17:37:00.000,-5,5,60.186,24.942,60.178,24.949,31,26,0,18.9,3.01703,0
2020-08-01 17:43:00.000,-18,5,60.185,24.921,60.189,24.917,33,15,0,18.9,3.01703,0
2020-08-01 17:43:00.000,1,4,60.197,24.942,60.194,24.958,36,37,0,18.9,3.01703,0
2020-08-01 17:48:00.000,17,3,60.158,24.915,60.159,24.911,23,40,0,18.9,3.01703,0
2020-08-01 17:48:00.000,-15,1,60.193,24.962,60.194,24.958,31,16,0,18.9,3.01703,0
2020-08-01 17:52:00.000,2,1,60.176,24.957,60.178,24.949,32,34,0,18.9,3.01703,0
2020-08-01 17:57:00.000,2,1,60.183,24.958,60.18,24.951,19,21,0,18.9,3.01703,0
2020-08-01 18:03:00.000,-9,2,60.156,24.947,60.157,24.955,24,15,0,18.3,2.62147,0
